Category,Date,Language,Country,Count
whole_corpus,2019-05-31,Afrikaans,Italy,1
whole_corpus,2019-06-07,Afrikaans,Italy,1
whole_corpus,2019-06-11,Afrikaans,Italy,1
whole_corpus,2019-05-20,Afrikaans,Namibia,7
whole_corpus,2019-05-21,Afrikaans,Namibia,4
whole_corpus,2019-05-22,Afrikaans,Namibia,1
whole_corpus,2019-05-23,Afrikaans,Namibia,2
whole_corpus,2019-05-24,Afrikaans,Namibia,4
whole_corpus,2019-05-27,Afrikaans,Namibia,1
whole_corpus,2019-05-28,Afrikaans,Namibia,7
whole_corpus,2019-05-30,Afrikaans,Namibia,4
whole_corpus,2019-06-02,Afrikaans,Namibia,4
whole_corpus,2019-06-03,Afrikaans,Namibia,1
whole_corpus,2019-06-05,Afrikaans,Namibia,4
whole_corpus,2019-06-06,Afrikaans,Namibia,9
whole_corpus,2019-06-09,Afrikaans,Namibia,5
whole_corpus,2019-06-10,Afrikaans,Namibia,7
whole_corpus,2019-06-11,Afrikaans,Namibia,2
whole_corpus,2019-05-20,Afrikaans,South Africa,44
whole_corpus,2019-05-21,Afrikaans,South Africa,10
whole_corpus,2019-05-22,Afrikaans,South Africa,21
whole_corpus,2019-05-23,Afrikaans,South Africa,17
whole_corpus,2019-05-24,Afrikaans,South Africa,24
whole_corpus,2019-05-25,Afrikaans,South Africa,19
whole_corpus,2019-05-26,Afrikaans,South Africa,26
whole_corpus,2019-05-27,Afrikaans,South Africa,59
whole_corpus,2019-05-28,Afrikaans,South Africa,10
whole_corpus,2019-05-29,Afrikaans,South Africa,29
whole_corpus,2019-05-30,Afrikaans,South Africa,21
whole_corpus,2019-05-31,Afrikaans,South Africa,31
whole_corpus,2019-06-01,Afrikaans,South Africa,19
whole_corpus,2019-06-02,Afrikaans,South Africa,17
whole_corpus,2019-06-03,Afrikaans,South Africa,50
whole_corpus,2019-06-04,Afrikaans,South Africa,13
whole_corpus,2019-06-05,Afrikaans,South Africa,26
whole_corpus,2019-06-06,Afrikaans,South Africa,20
whole_corpus,2019-06-07,Afrikaans,South Africa,31
whole_corpus,2019-06-08,Afrikaans,South Africa,2
whole_corpus,2019-06-09,Afrikaans,South Africa,29
whole_corpus,2019-06-10,Afrikaans,South Africa,65
whole_corpus,2019-06-11,Afrikaans,South Africa,23
whole_corpus,2019-05-20,Albanian,Albania,26
whole_corpus,2019-05-21,Albanian,Albania,29
whole_corpus,2019-05-22,Albanian,Albania,34
whole_corpus,2019-05-23,Albanian,Albania,40
whole_corpus,2019-05-24,Albanian,Albania,45
whole_corpus,2019-05-25,Albanian,Albania,49
whole_corpus,2019-05-26,Albanian,Albania,53
whole_corpus,2019-05-27,Albanian,Albania,75
whole_corpus,2019-05-28,Albanian,Albania,70
whole_corpus,2019-05-29,Albanian,Albania,57
whole_corpus,2019-05-30,Albanian,Albania,55
whole_corpus,2019-05-31,Albanian,Albania,60
whole_corpus,2019-06-01,Albanian,Albania,89
whole_corpus,2019-06-02,Albanian,Albania,67
whole_corpus,2019-06-03,Albanian,Albania,60
whole_corpus,2019-06-04,Albanian,Albania,47
whole_corpus,2019-06-05,Albanian,Albania,70
whole_corpus,2019-06-06,Albanian,Albania,61
whole_corpus,2019-06-07,Albanian,Albania,50
whole_corpus,2019-06-08,Albanian,Albania,63
whole_corpus,2019-06-09,Albanian,Albania,47
whole_corpus,2019-06-10,Albanian,Albania,51
whole_corpus,2019-06-11,Albanian,Albania,79
whole_corpus,2019-05-20,Albanian,Germany,2
whole_corpus,2019-05-21,Albanian,Germany,2
whole_corpus,2019-05-22,Albanian,Germany,1
whole_corpus,2019-05-23,Albanian,Germany,2
whole_corpus,2019-05-24,Albanian,Germany,2
whole_corpus,2019-05-25,Albanian,Germany,5
whole_corpus,2019-05-26,Albanian,Germany,6
whole_corpus,2019-05-27,Albanian,Germany,2
whole_corpus,2019-05-28,Albanian,Germany,3
whole_corpus,2019-05-29,Albanian,Germany,2
whole_corpus,2019-05-30,Albanian,Germany,1
whole_corpus,2019-05-31,Albanian,Germany,3
whole_corpus,2019-06-01,Albanian,Germany,6
whole_corpus,2019-06-02,Albanian,Germany,5
whole_corpus,2019-06-03,Albanian,Germany,3
whole_corpus,2019-06-04,Albanian,Germany,5
whole_corpus,2019-06-05,Albanian,Germany,3
whole_corpus,2019-06-06,Albanian,Germany,4
whole_corpus,2019-06-07,Albanian,Germany,5
whole_corpus,2019-06-08,Albanian,Germany,7
whole_corpus,2019-06-09,Albanian,Germany,5
whole_corpus,2019-06-10,Albanian,Germany,6
whole_corpus,2019-05-21,Albanian,Kosovo,1
whole_corpus,2019-05-22,Albanian,Kosovo,1
whole_corpus,2019-05-27,Albanian,Kosovo,6
whole_corpus,2019-05-29,Albanian,Kosovo,1
whole_corpus,2019-05-30,Albanian,Kosovo,27
whole_corpus,2019-05-31,Albanian,Kosovo,3
whole_corpus,2019-06-01,Albanian,Kosovo,1
whole_corpus,2019-06-03,Albanian,Kosovo,7
whole_corpus,2019-06-04,Albanian,Kosovo,1
whole_corpus,2019-06-05,Albanian,Kosovo,2
whole_corpus,2019-06-06,Albanian,Kosovo,3
whole_corpus,2019-06-07,Albanian,Kosovo,2
whole_corpus,2019-06-08,Albanian,Kosovo,1
whole_corpus,2019-06-09,Albanian,Kosovo,4
whole_corpus,2019-06-10,Albanian,Kosovo,12
whole_corpus,2019-06-11,Albanian,Kosovo,10
whole_corpus,2019-05-20,Albanian,Tuvalu,55
whole_corpus,2019-05-21,Albanian,Tuvalu,20
whole_corpus,2019-05-22,Albanian,Tuvalu,34
whole_corpus,2019-05-23,Albanian,Tuvalu,28
whole_corpus,2019-05-24,Albanian,Tuvalu,43
whole_corpus,2019-05-25,Albanian,Tuvalu,50
whole_corpus,2019-05-26,Albanian,Tuvalu,42
whole_corpus,2019-05-27,Albanian,Tuvalu,38
whole_corpus,2019-05-28,Albanian,Tuvalu,27
whole_corpus,2019-05-29,Albanian,Tuvalu,50
whole_corpus,2019-05-30,Albanian,Tuvalu,58
whole_corpus,2019-05-31,Albanian,Tuvalu,38
whole_corpus,2019-06-01,Albanian,Tuvalu,40
whole_corpus,2019-06-02,Albanian,Tuvalu,48
whole_corpus,2019-06-03,Albanian,Tuvalu,56
whole_corpus,2019-06-04,Albanian,Tuvalu,34
whole_corpus,2019-06-05,Albanian,Tuvalu,28
whole_corpus,2019-06-06,Albanian,Tuvalu,35
whole_corpus,2019-06-07,Albanian,Tuvalu,31
whole_corpus,2019-06-08,Albanian,Tuvalu,46
whole_corpus,2019-06-09,Albanian,Tuvalu,51
whole_corpus,2019-06-10,Albanian,Tuvalu,63
whole_corpus,2019-06-11,Albanian,Tuvalu,33
whole_corpus,2019-06-12,Albanian,Tuvalu,2
whole_corpus,2019-05-20,Arabic,Algeria,22
whole_corpus,2019-05-21,Arabic,Algeria,27
whole_corpus,2019-05-22,Arabic,Algeria,51
whole_corpus,2019-05-23,Arabic,Algeria,26
whole_corpus,2019-05-24,Arabic,Algeria,18
whole_corpus,2019-05-25,Arabic,Algeria,91
whole_corpus,2019-05-26,Arabic,Algeria,98
whole_corpus,2019-05-27,Arabic,Algeria,46
whole_corpus,2019-05-28,Arabic,Algeria,28
whole_corpus,2019-05-29,Arabic,Algeria,40
whole_corpus,2019-05-30,Arabic,Algeria,42
whole_corpus,2019-05-31,Arabic,Algeria,20
whole_corpus,2019-06-01,Arabic,Algeria,82
whole_corpus,2019-06-02,Arabic,Algeria,106
whole_corpus,2019-06-03,Arabic,Algeria,37
whole_corpus,2019-06-04,Arabic,Algeria,24
whole_corpus,2019-06-05,Arabic,Algeria,23
whole_corpus,2019-06-06,Arabic,Algeria,36
whole_corpus,2019-06-07,Arabic,Algeria,27
whole_corpus,2019-06-08,Arabic,Algeria,68
whole_corpus,2019-06-09,Arabic,Algeria,101
whole_corpus,2019-06-10,Arabic,Algeria,33
whole_corpus,2019-06-11,Arabic,Algeria,26
whole_corpus,2019-05-21,Arabic,Armenia,2
whole_corpus,2019-05-22,Arabic,Armenia,2
whole_corpus,2019-05-24,Arabic,Armenia,3
whole_corpus,2019-05-25,Arabic,Armenia,4
whole_corpus,2019-05-26,Arabic,Armenia,5
whole_corpus,2019-05-27,Arabic,Armenia,3
whole_corpus,2019-05-31,Arabic,Armenia,5
whole_corpus,2019-06-01,Arabic,Armenia,8
whole_corpus,2019-06-02,Arabic,Armenia,1
whole_corpus,2019-06-03,Arabic,Armenia,3
whole_corpus,2019-06-04,Arabic,Armenia,7
whole_corpus,2019-06-05,Arabic,Armenia,2
whole_corpus,2019-06-06,Arabic,Armenia,5
whole_corpus,2019-06-08,Arabic,Armenia,1
whole_corpus,2019-06-09,Arabic,Armenia,2
whole_corpus,2019-06-10,Arabic,Armenia,6
whole_corpus,2019-05-20,Arabic,Azerbaijan,1
whole_corpus,2019-05-23,Arabic,Azerbaijan,1
whole_corpus,2019-05-24,Arabic,Azerbaijan,1
whole_corpus,2019-05-25,Arabic,Azerbaijan,9
whole_corpus,2019-05-26,Arabic,Azerbaijan,3
whole_corpus,2019-05-27,Arabic,Azerbaijan,4
whole_corpus,2019-05-28,Arabic,Azerbaijan,2
whole_corpus,2019-05-29,Arabic,Azerbaijan,5
whole_corpus,2019-05-30,Arabic,Azerbaijan,2
whole_corpus,2019-05-31,Arabic,Azerbaijan,4
whole_corpus,2019-06-01,Arabic,Azerbaijan,8
whole_corpus,2019-06-03,Arabic,Azerbaijan,2
whole_corpus,2019-06-05,Arabic,Azerbaijan,1
whole_corpus,2019-06-07,Arabic,Azerbaijan,1
whole_corpus,2019-06-08,Arabic,Azerbaijan,16
whole_corpus,2019-06-09,Arabic,Azerbaijan,2
whole_corpus,2019-06-10,Arabic,Azerbaijan,2
whole_corpus,2019-06-11,Arabic,Azerbaijan,3
whole_corpus,2019-05-20,Arabic,Bahrain,50
whole_corpus,2019-05-21,Arabic,Bahrain,47
whole_corpus,2019-05-22,Arabic,Bahrain,71
whole_corpus,2019-05-23,Arabic,Bahrain,12
whole_corpus,2019-05-24,Arabic,Bahrain,63
whole_corpus,2019-05-25,Arabic,Bahrain,84
whole_corpus,2019-05-26,Arabic,Bahrain,133
whole_corpus,2019-05-27,Arabic,Bahrain,43
whole_corpus,2019-05-28,Arabic,Bahrain,55
whole_corpus,2019-05-29,Arabic,Bahrain,59
whole_corpus,2019-05-30,Arabic,Bahrain,51
whole_corpus,2019-05-31,Arabic,Bahrain,70
whole_corpus,2019-06-01,Arabic,Bahrain,84
whole_corpus,2019-06-02,Arabic,Bahrain,128
whole_corpus,2019-06-03,Arabic,Bahrain,28
whole_corpus,2019-06-04,Arabic,Bahrain,78
whole_corpus,2019-06-05,Arabic,Bahrain,50
whole_corpus,2019-06-06,Arabic,Bahrain,42
whole_corpus,2019-06-07,Arabic,Bahrain,39
whole_corpus,2019-06-08,Arabic,Bahrain,41
whole_corpus,2019-06-09,Arabic,Bahrain,152
whole_corpus,2019-06-10,Arabic,Bahrain,32
whole_corpus,2019-06-11,Arabic,Bahrain,36
whole_corpus,2019-05-22,Arabic,Canada,1
whole_corpus,2019-05-23,Arabic,Canada,2
whole_corpus,2019-05-25,Arabic,Canada,1
whole_corpus,2019-05-27,Arabic,Canada,1
whole_corpus,2019-05-28,Arabic,Canada,1
whole_corpus,2019-05-29,Arabic,Canada,1
whole_corpus,2019-05-30,Arabic,Canada,1
whole_corpus,2019-05-31,Arabic,Canada,1
whole_corpus,2019-06-01,Arabic,Canada,1
whole_corpus,2019-06-03,Arabic,Canada,1
whole_corpus,2019-06-04,Arabic,Canada,2
whole_corpus,2019-06-05,Arabic,Canada,2
whole_corpus,2019-06-06,Arabic,Canada,1
whole_corpus,2019-06-07,Arabic,Canada,2
whole_corpus,2019-06-08,Arabic,Canada,3
whole_corpus,2019-06-12,Arabic,Canada,1
whole_corpus,2019-05-20,Arabic,China,120
whole_corpus,2019-05-21,Arabic,China,72
whole_corpus,2019-05-22,Arabic,China,57
whole_corpus,2019-05-23,Arabic,China,80
whole_corpus,2019-05-24,Arabic,China,75
whole_corpus,2019-05-25,Arabic,China,43
whole_corpus,2019-05-26,Arabic,China,43
whole_corpus,2019-05-27,Arabic,China,63
whole_corpus,2019-05-28,Arabic,China,66
whole_corpus,2019-05-29,Arabic,China,71
whole_corpus,2019-05-30,Arabic,China,58
whole_corpus,2019-05-31,Arabic,China,60
whole_corpus,2019-06-01,Arabic,China,71
whole_corpus,2019-06-02,Arabic,China,105
whole_corpus,2019-06-03,Arabic,China,45
whole_corpus,2019-06-04,Arabic,China,59
whole_corpus,2019-06-05,Arabic,China,76
whole_corpus,2019-06-06,Arabic,China,64
whole_corpus,2019-06-07,Arabic,China,67
whole_corpus,2019-06-08,Arabic,China,36
whole_corpus,2019-06-09,Arabic,China,38
whole_corpus,2019-06-10,Arabic,China,74
whole_corpus,2019-06-11,Arabic,China,66
whole_corpus,2019-05-20,Arabic,Cocos (Keeling) Islands,6
whole_corpus,2019-05-21,Arabic,Cocos (Keeling) Islands,12
whole_corpus,2019-05-22,Arabic,Cocos (Keeling) Islands,7
whole_corpus,2019-05-23,Arabic,Cocos (Keeling) Islands,3
whole_corpus,2019-05-24,Arabic,Cocos (Keeling) Islands,5
whole_corpus,2019-05-25,Arabic,Cocos (Keeling) Islands,14
whole_corpus,2019-05-26,Arabic,Cocos (Keeling) Islands,22
whole_corpus,2019-05-27,Arabic,Cocos (Keeling) Islands,3
whole_corpus,2019-05-28,Arabic,Cocos (Keeling) Islands,1
whole_corpus,2019-05-29,Arabic,Cocos (Keeling) Islands,5
whole_corpus,2019-05-30,Arabic,Cocos (Keeling) Islands,6
whole_corpus,2019-05-31,Arabic,Cocos (Keeling) Islands,6
whole_corpus,2019-06-01,Arabic,Cocos (Keeling) Islands,19
whole_corpus,2019-06-02,Arabic,Cocos (Keeling) Islands,11
whole_corpus,2019-06-03,Arabic,Cocos (Keeling) Islands,4
whole_corpus,2019-06-04,Arabic,Cocos (Keeling) Islands,1
whole_corpus,2019-06-05,Arabic,Cocos (Keeling) Islands,5
whole_corpus,2019-06-06,Arabic,Cocos (Keeling) Islands,7
whole_corpus,2019-06-07,Arabic,Cocos (Keeling) Islands,2
whole_corpus,2019-06-08,Arabic,Cocos (Keeling) Islands,3
whole_corpus,2019-06-09,Arabic,Cocos (Keeling) Islands,16
whole_corpus,2019-06-10,Arabic,Cocos (Keeling) Islands,5
whole_corpus,2019-06-11,Arabic,Cocos (Keeling) Islands,4
whole_corpus,2019-05-20,Arabic,Egypt,363
whole_corpus,2019-05-21,Arabic,Egypt,407
whole_corpus,2019-05-22,Arabic,Egypt,482
whole_corpus,2019-05-23,Arabic,Egypt,410
whole_corpus,2019-05-24,Arabic,Egypt,429
whole_corpus,2019-05-25,Arabic,Egypt,1148
whole_corpus,2019-05-26,Arabic,Egypt,1357
whole_corpus,2019-05-27,Arabic,Egypt,384
whole_corpus,2019-05-28,Arabic,Egypt,393
whole_corpus,2019-05-29,Arabic,Egypt,448
whole_corpus,2019-05-30,Arabic,Egypt,410
whole_corpus,2019-05-31,Arabic,Egypt,407
whole_corpus,2019-06-01,Arabic,Egypt,1236
whole_corpus,2019-06-02,Arabic,Egypt,1190
whole_corpus,2019-06-03,Arabic,Egypt,371
whole_corpus,2019-06-04,Arabic,Egypt,304
whole_corpus,2019-06-05,Arabic,Egypt,384
whole_corpus,2019-06-06,Arabic,Egypt,298
whole_corpus,2019-06-07,Arabic,Egypt,258
whole_corpus,2019-06-08,Arabic,Egypt,1231
whole_corpus,2019-06-09,Arabic,Egypt,1302
whole_corpus,2019-06-10,Arabic,Egypt,444
whole_corpus,2019-06-11,Arabic,Egypt,382
whole_corpus,2019-06-12,Arabic,Egypt,2
whole_corpus,2019-05-20,Arabic,France,5
whole_corpus,2019-05-23,Arabic,France,1
whole_corpus,2019-05-24,Arabic,France,1
whole_corpus,2019-05-25,Arabic,France,7
whole_corpus,2019-05-26,Arabic,France,11
whole_corpus,2019-05-28,Arabic,France,2
whole_corpus,2019-05-29,Arabic,France,1
whole_corpus,2019-05-30,Arabic,France,2
whole_corpus,2019-06-01,Arabic,France,10
whole_corpus,2019-06-02,Arabic,France,7
whole_corpus,2019-06-03,Arabic,France,2
whole_corpus,2019-06-04,Arabic,France,1
whole_corpus,2019-06-05,Arabic,France,3
whole_corpus,2019-06-06,Arabic,France,3
whole_corpus,2019-06-07,Arabic,France,2
whole_corpus,2019-06-08,Arabic,France,9
whole_corpus,2019-06-09,Arabic,France,7
whole_corpus,2019-06-12,Arabic,France,1
whole_corpus,2019-05-20,Arabic,Germany,2
whole_corpus,2019-05-22,Arabic,Germany,2
whole_corpus,2019-05-24,Arabic,Germany,1
whole_corpus,2019-05-25,Arabic,Germany,3
whole_corpus,2019-05-26,Arabic,Germany,1
whole_corpus,2019-05-29,Arabic,Germany,1
whole_corpus,2019-05-31,Arabic,Germany,1
whole_corpus,2019-06-01,Arabic,Germany,4
whole_corpus,2019-06-02,Arabic,Germany,4
whole_corpus,2019-06-03,Arabic,Germany,1
whole_corpus,2019-06-04,Arabic,Germany,2
whole_corpus,2019-06-06,Arabic,Germany,3
whole_corpus,2019-06-07,Arabic,Germany,3
whole_corpus,2019-06-08,Arabic,Germany,4
whole_corpus,2019-06-09,Arabic,Germany,3
whole_corpus,2019-06-11,Arabic,Germany,1
whole_corpus,2019-05-20,Arabic,Iraq,104
whole_corpus,2019-05-21,Arabic,Iraq,80
whole_corpus,2019-05-22,Arabic,Iraq,104
whole_corpus,2019-05-23,Arabic,Iraq,94
whole_corpus,2019-05-24,Arabic,Iraq,98
whole_corpus,2019-05-25,Arabic,Iraq,216
whole_corpus,2019-05-26,Arabic,Iraq,262
whole_corpus,2019-05-27,Arabic,Iraq,114
whole_corpus,2019-05-28,Arabic,Iraq,87
whole_corpus,2019-05-29,Arabic,Iraq,104
whole_corpus,2019-05-30,Arabic,Iraq,87
whole_corpus,2019-05-31,Arabic,Iraq,90
whole_corpus,2019-06-01,Arabic,Iraq,232
whole_corpus,2019-06-02,Arabic,Iraq,206
whole_corpus,2019-06-03,Arabic,Iraq,86
whole_corpus,2019-06-04,Arabic,Iraq,72
whole_corpus,2019-06-05,Arabic,Iraq,80
whole_corpus,2019-06-06,Arabic,Iraq,88
whole_corpus,2019-06-07,Arabic,Iraq,75
whole_corpus,2019-06-08,Arabic,Iraq,211
whole_corpus,2019-06-09,Arabic,Iraq,243
whole_corpus,2019-06-10,Arabic,Iraq,122
whole_corpus,2019-06-11,Arabic,Iraq,112
whole_corpus,2019-06-12,Arabic,Iraq,11
whole_corpus,2019-05-20,Arabic,Israel,101
whole_corpus,2019-05-21,Arabic,Israel,104
whole_corpus,2019-05-22,Arabic,Israel,91
whole_corpus,2019-05-23,Arabic,Israel,120
whole_corpus,2019-05-24,Arabic,Israel,149
whole_corpus,2019-05-25,Arabic,Israel,641
whole_corpus,2019-05-26,Arabic,Israel,697
whole_corpus,2019-05-27,Arabic,Israel,149
whole_corpus,2019-05-28,Arabic,Israel,106
whole_corpus,2019-05-29,Arabic,Israel,276
whole_corpus,2019-05-30,Arabic,Israel,227
whole_corpus,2019-05-31,Arabic,Israel,120
whole_corpus,2019-06-01,Arabic,Israel,542
whole_corpus,2019-06-02,Arabic,Israel,429
whole_corpus,2019-06-03,Arabic,Israel,142
whole_corpus,2019-06-04,Arabic,Israel,171
whole_corpus,2019-06-05,Arabic,Israel,197
whole_corpus,2019-06-06,Arabic,Israel,96
whole_corpus,2019-06-07,Arabic,Israel,147
whole_corpus,2019-06-08,Arabic,Israel,615
whole_corpus,2019-06-09,Arabic,Israel,443
whole_corpus,2019-06-10,Arabic,Israel,263
whole_corpus,2019-06-11,Arabic,Israel,103
whole_corpus,2019-05-20,Arabic,Italy,1
whole_corpus,2019-05-25,Arabic,Italy,8
whole_corpus,2019-05-27,Arabic,Italy,1
whole_corpus,2019-06-01,Arabic,Italy,8
whole_corpus,2019-06-08,Arabic,Italy,8
whole_corpus,2019-05-20,Arabic,Jordan,255
whole_corpus,2019-05-21,Arabic,Jordan,146
whole_corpus,2019-05-22,Arabic,Jordan,240
whole_corpus,2019-05-23,Arabic,Jordan,188
whole_corpus,2019-05-24,Arabic,Jordan,151
whole_corpus,2019-05-25,Arabic,Jordan,474
whole_corpus,2019-05-26,Arabic,Jordan,658
whole_corpus,2019-05-27,Arabic,Jordan,209
whole_corpus,2019-05-28,Arabic,Jordan,194
whole_corpus,2019-05-29,Arabic,Jordan,202
whole_corpus,2019-05-30,Arabic,Jordan,158
whole_corpus,2019-05-31,Arabic,Jordan,183
whole_corpus,2019-06-01,Arabic,Jordan,494
whole_corpus,2019-06-02,Arabic,Jordan,515
whole_corpus,2019-06-03,Arabic,Jordan,210
whole_corpus,2019-06-04,Arabic,Jordan,163
whole_corpus,2019-06-05,Arabic,Jordan,91
whole_corpus,2019-06-06,Arabic,Jordan,53
whole_corpus,2019-06-07,Arabic,Jordan,78
whole_corpus,2019-06-08,Arabic,Jordan,256
whole_corpus,2019-06-09,Arabic,Jordan,519
whole_corpus,2019-06-10,Arabic,Jordan,214
whole_corpus,2019-06-11,Arabic,Jordan,137
whole_corpus,2019-05-20,Arabic,Kuwait,37
whole_corpus,2019-05-21,Arabic,Kuwait,79
whole_corpus,2019-05-22,Arabic,Kuwait,104
whole_corpus,2019-05-23,Arabic,Kuwait,210
whole_corpus,2019-05-24,Arabic,Kuwait,28
whole_corpus,2019-05-25,Arabic,Kuwait,210
whole_corpus,2019-05-26,Arabic,Kuwait,296
whole_corpus,2019-05-27,Arabic,Kuwait,260
whole_corpus,2019-05-28,Arabic,Kuwait,146
whole_corpus,2019-05-29,Arabic,Kuwait,19
whole_corpus,2019-05-30,Arabic,Kuwait,102
whole_corpus,2019-05-31,Arabic,Kuwait,116
whole_corpus,2019-06-01,Arabic,Kuwait,226
whole_corpus,2019-06-02,Arabic,Kuwait,271
whole_corpus,2019-06-03,Arabic,Kuwait,66
whole_corpus,2019-06-04,Arabic,Kuwait,233
whole_corpus,2019-06-05,Arabic,Kuwait,29
whole_corpus,2019-06-06,Arabic,Kuwait,50
whole_corpus,2019-06-07,Arabic,Kuwait,23
whole_corpus,2019-06-08,Arabic,Kuwait,147
whole_corpus,2019-06-09,Arabic,Kuwait,330
whole_corpus,2019-06-10,Arabic,Kuwait,352
whole_corpus,2019-06-11,Arabic,Kuwait,203
whole_corpus,2019-05-20,Arabic,Lebanon,115
whole_corpus,2019-05-21,Arabic,Lebanon,99
whole_corpus,2019-05-22,Arabic,Lebanon,69
whole_corpus,2019-05-23,Arabic,Lebanon,70
whole_corpus,2019-05-24,Arabic,Lebanon,120
whole_corpus,2019-05-25,Arabic,Lebanon,198
whole_corpus,2019-05-26,Arabic,Lebanon,188
whole_corpus,2019-05-27,Arabic,Lebanon,91
whole_corpus,2019-05-28,Arabic,Lebanon,90
whole_corpus,2019-05-29,Arabic,Lebanon,86
whole_corpus,2019-05-30,Arabic,Lebanon,89
whole_corpus,2019-05-31,Arabic,Lebanon,111
whole_corpus,2019-06-01,Arabic,Lebanon,223
whole_corpus,2019-06-02,Arabic,Lebanon,180
whole_corpus,2019-06-03,Arabic,Lebanon,129
whole_corpus,2019-06-04,Arabic,Lebanon,75
whole_corpus,2019-06-05,Arabic,Lebanon,58
whole_corpus,2019-06-06,Arabic,Lebanon,37
whole_corpus,2019-06-07,Arabic,Lebanon,81
whole_corpus,2019-06-08,Arabic,Lebanon,190
whole_corpus,2019-06-09,Arabic,Lebanon,145
whole_corpus,2019-06-10,Arabic,Lebanon,72
whole_corpus,2019-06-11,Arabic,Lebanon,61
whole_corpus,2019-06-12,Arabic,Lebanon,5
whole_corpus,2019-05-20,Arabic,Libya,23
whole_corpus,2019-05-21,Arabic,Libya,22
whole_corpus,2019-05-22,Arabic,Libya,30
whole_corpus,2019-05-23,Arabic,Libya,17
whole_corpus,2019-05-24,Arabic,Libya,23
whole_corpus,2019-05-25,Arabic,Libya,59
whole_corpus,2019-05-26,Arabic,Libya,81
whole_corpus,2019-05-27,Arabic,Libya,21
whole_corpus,2019-05-28,Arabic,Libya,14
whole_corpus,2019-05-29,Arabic,Libya,31
whole_corpus,2019-05-30,Arabic,Libya,23
whole_corpus,2019-05-31,Arabic,Libya,25
whole_corpus,2019-06-01,Arabic,Libya,67
whole_corpus,2019-06-02,Arabic,Libya,67
whole_corpus,2019-06-03,Arabic,Libya,25
whole_corpus,2019-06-04,Arabic,Libya,27
whole_corpus,2019-06-05,Arabic,Libya,23
whole_corpus,2019-06-06,Arabic,Libya,26
whole_corpus,2019-06-07,Arabic,Libya,22
whole_corpus,2019-06-08,Arabic,Libya,87
whole_corpus,2019-06-09,Arabic,Libya,68
whole_corpus,2019-06-10,Arabic,Libya,16
whole_corpus,2019-06-11,Arabic,Libya,16
whole_corpus,2019-05-20,Arabic,Mauritania,14
whole_corpus,2019-05-21,Arabic,Mauritania,8
whole_corpus,2019-05-22,Arabic,Mauritania,11
whole_corpus,2019-05-23,Arabic,Mauritania,12
whole_corpus,2019-05-24,Arabic,Mauritania,11
whole_corpus,2019-05-25,Arabic,Mauritania,22
whole_corpus,2019-05-26,Arabic,Mauritania,22
whole_corpus,2019-05-27,Arabic,Mauritania,4
whole_corpus,2019-05-28,Arabic,Mauritania,20
whole_corpus,2019-05-29,Arabic,Mauritania,12
whole_corpus,2019-05-30,Arabic,Mauritania,13
whole_corpus,2019-05-31,Arabic,Mauritania,12
whole_corpus,2019-06-01,Arabic,Mauritania,16
whole_corpus,2019-06-02,Arabic,Mauritania,28
whole_corpus,2019-06-03,Arabic,Mauritania,9
whole_corpus,2019-06-04,Arabic,Mauritania,6
whole_corpus,2019-06-05,Arabic,Mauritania,9
whole_corpus,2019-06-06,Arabic,Mauritania,12
whole_corpus,2019-06-07,Arabic,Mauritania,23
whole_corpus,2019-06-08,Arabic,Mauritania,34
whole_corpus,2019-06-09,Arabic,Mauritania,24
whole_corpus,2019-06-10,Arabic,Mauritania,10
whole_corpus,2019-06-11,Arabic,Mauritania,17
whole_corpus,2019-05-21,Arabic,Montenegro,1
whole_corpus,2019-05-22,Arabic,Montenegro,9
whole_corpus,2019-05-23,Arabic,Montenegro,2
whole_corpus,2019-05-24,Arabic,Montenegro,4
whole_corpus,2019-05-25,Arabic,Montenegro,5
whole_corpus,2019-05-26,Arabic,Montenegro,6
whole_corpus,2019-05-27,Arabic,Montenegro,8
whole_corpus,2019-05-28,Arabic,Montenegro,2
whole_corpus,2019-05-29,Arabic,Montenegro,1
whole_corpus,2019-05-31,Arabic,Montenegro,2
whole_corpus,2019-06-01,Arabic,Montenegro,9
whole_corpus,2019-06-02,Arabic,Montenegro,3
whole_corpus,2019-06-03,Arabic,Montenegro,1
whole_corpus,2019-06-04,Arabic,Montenegro,1
whole_corpus,2019-06-07,Arabic,Montenegro,5
whole_corpus,2019-06-08,Arabic,Montenegro,3
whole_corpus,2019-06-09,Arabic,Montenegro,4
whole_corpus,2019-06-11,Arabic,Montenegro,3
whole_corpus,2019-05-20,Arabic,Morocco,118
whole_corpus,2019-05-21,Arabic,Morocco,114
whole_corpus,2019-05-22,Arabic,Morocco,136
whole_corpus,2019-05-23,Arabic,Morocco,133
whole_corpus,2019-05-24,Arabic,Morocco,137
whole_corpus,2019-05-25,Arabic,Morocco,263
whole_corpus,2019-05-26,Arabic,Morocco,293
whole_corpus,2019-05-27,Arabic,Morocco,140
whole_corpus,2019-05-28,Arabic,Morocco,130
whole_corpus,2019-05-29,Arabic,Morocco,150
whole_corpus,2019-05-30,Arabic,Morocco,159
whole_corpus,2019-05-31,Arabic,Morocco,128
whole_corpus,2019-06-01,Arabic,Morocco,244
whole_corpus,2019-06-02,Arabic,Morocco,281
whole_corpus,2019-06-03,Arabic,Morocco,142
